"DOI","Title","Abstract","Journal","Authors","Keywords","Institute of Origin","Funding","Enrichment Status"
"10.1039/D0SC02212H","Molecular chirality mediated amyloid formation on phospholipid surfaces","N/A","N/A","Xue Wang, Cunli Wang, Huiying Chu, Haijuan Qin, Dongdong Wang, Feifei Xu, Xuanjun Ai, Chunshan Quan, Guohui Li, Guangyan Qing","","","N/A","Success"
"10.1039/D1SC01217G","Phosphite mediated asymmetric N to C migration for the synthesis of chiral heterocycles from primary amines","N/A","N/A","Soniya Rani, Soumya Ranjan Dash, Asish Bera, Md Nirshad Alam, Kumar Vanka, Pradip Maity","","","N/A","Success"
"10.1039/D2SC05784K","Rational design of mesoporous chiral MOFs as reactive pockets in nanochannels for enzyme-free identification of monosaccharide enantiomers","N/A","N/A","Junli Guo, Xuao Liu, Junjian Zhao, Huijie Xu, Zhida Gao, Zeng‐Qiang Wu, Yan‐Yan Song","","","N/A","Success"
"10.1039/D1SC01360B","Evaluation of fully-functionalized diazirine tags for chemical proteomic applications","N/A","N/A","Louis P. Conway, Appaso Mahadev Jadhav, Rick A. Homan, Weichao Li, Juanita Sanchez Rubiano, Richard L. Hawkins, R. Michael Lawrence, Christopher G. Parker","","","N/A","Success"
"10.1039/D0SC04297H","Enhancing glycan stability via site-selective fluorination: modulating substrate orientation by molecular design","N/A","N/A","Alexander Axer, Ravindra P. Jumde, Sebastian Adam, Andreas Faust, Michael Schäfers, Manfred Fobker, Jesko Koehnke, Anna K. H. Hirsch, Ryan Gilmour","","","N/A","Success"
"10.1039/D3SC03317A","Ultra-fast synthesis of three-dimensional porous Cu/Zn heterostructures for enhanced carbon dioxide electroreduction","N/A","N/A","Shuaiqiang Jia, Qinggong Zhu, Shitao Han, Jianxin Zhai, Mengke Dong, Wei Xia, Xueqing Xing, Haihong Wu, Mingyuan He, Buxing Han","","","N/A","Success"
"10.1039/D1SC06326J","Versatile post-functionalisation strategy for the formation of modular organic–inorganic polyoxometalate hybrids","N/A","N/A","David E. Salazar Marcano, Mhamad Aly Moussawi, Alexander V. Anyushin, Sarah Lentink, Luc Van Meervelt, Ivana Ivanović‐Burmazović, Tatjana N. Parac‐Vogt","","","N/A","Success"
"10.1039/D2SC01156E","Variable control of the electronic states of a silver nanocluster via protonation/deprotonation of polyoxometalate ligands","N/A","N/A","Kentaro Yonesato, Seiji Yamazoe, Soichi Kikkawa, Daisuke Yokogawa, Kazuya Yamaguchi, Kosuke Suzuki","","","N/A","Success"
"10.1039/D1SC04261K","Ligand-redox assisted nickel catalysis toward stereoselective synthesis of (n+1)-membered cycloalkanes from 1,n-diols with methyl ketones","N/A","N/A","Amreen K. Bains, Abhishek Kundu, Debabrata Maiti, Debashis Adhikari","","","N/A","Success"
"10.1039/D2SC01821G","Silicon functionalization expands the repertoire of Si-rhodamine fluorescent probes","N/A","N/A","Desaboini Nageswara Rao, Xincai Ji, Stephen C. Miller","","","N/A","Success"
"10.1039/D3SC03342B","Kinetics of ligand exchange in solution: a quantitative mass spectrometry approach","N/A","N/A","Quentin Duez, Paul Tinnemans, Johannes A. A. W. Elemans, Jana Roithová","","","N/A","Success"
"10.1039/D2SC05928B","Regioselectivity of concerted proton–electron transfer at the surface of a polyoxovanadate cluster","N/A","N/A","Eric Schreiber, William W. Brennessel, Ellen M. Matson","","","N/A","Success"
"10.1039/D2SC04210J","Open-air green-light-driven ATRP enabled by dual photoredox/copper catalysis","N/A","N/A","Grzegorz Szczepaniak, Jaepil Jeong, Kriti Kapil, Sajjad Dadashi‐Silab, Saigopalakrishna S. Yerneni, Paulina Ratajczyk, Sushil Lathwal, Dirk J. Schild, Luda S. Shlyakhtenko, Krzysztof Matyjaszewski","","","N/A","Success"
"10.1039/D3SC01458D","How do donor and acceptor substituents change the photophysical and photochemical behavior of dithienylethenes? The search for a water-soluble visible-light photoswitch","N/A","N/A","Sili Qiu, Andrew T. Frawley, Kathryn G. Leslie, Harry L. Anderson","","","N/A","Success"
"10.1039/D4SC00174E","A post-synthetic modification strategy for enhancing Pt adsorption efficiency in MOF/polymer composites","N/A","N/A","Till Schertenleib, Vikram V. Karve, Dragos Stoian, Mehrdad Asgari, Olga Trukhina, Emad Oveisi, Mounir Mensi, Wendy L. Queen","","","N/A","Success"
"10.1039/D3SC03528J","Directing group assisted para-selective C–H alkynylation of unbiased arenes enabled by rhodium catalysis","N/A","N/A","Uttam Dutta, Gaurav Prakash, Kirti Devi, Kongkona Borah, Xinglong Zhang, Debabrata Maiti","","","N/A","Success"
"10.1039/D4SC03504F","Stereogenic-at-iron mesoionic carbene complex for enantioselective C–H amidation","Stereogenic-at-iron complexes, featuring strongly σ-donating mesoionic carbene (MIC) ligands, exhibit enhanced catalytic efficiency compared to their normal N-heterocyclic carbene congeners in nitrene-mediated ring-closing C(sp3)–H amidations.","Chemical Science","Nemrud Demirel, Mahiob Dawor, Greta Nadler, Sergei I. Ivlev, Eric Meggers","","N/A","N/A","Already Complete"
"10.1039/D1SC06115A","Stereodivergent synthesis via iridium-catalyzed asymmetric double allylic alkylation of cyanoacetate","N/A","N/A","Chong Shen, Xiang Cheng, Liang Wei, Ruo‐Qing Wang, Chun‐Jiang Wang","","","N/A","Success"
"10.1039/D0SC05131D","Discovery of cryptic allosteric sites using reversed allosteric communication by a combined computational and experimental strategy","N/A","N/A","Duan Ni, Jiacheng Wei, Xinheng He, Ashfaq Ur Rehman, Xinyi Li, Yuran Qiu, Jun Pu, Shaoyong Lu, Jian Zhang","","","N/A","Success"
"10.1039/D3SC03303A","A copper(ii) peptide helicate selectively cleaves DNA replication foci in mammalian cells","N/A","N/A","Ana Alcalde-Ordóñez, Natalia Barreiro-Piñeiro, Bríonna McGorman, Jacobo Gómez‐González, David Bouzada, F. Rivadulla, M. Eugenio Vázquez, Andrew Kellett, José Martínez‐Costas, E.M. Vázquez-López","","","N/A","Success"
"10.1039/D1SC07203J","Controlling the lifetime of cucurbit[8]uril based self-abolishing nanozymes","N/A","N/A","Saurav Das, Tanushree Das, Priyam Das, Debapratim Das","","","N/A","Success"
"10.1039/D3SC01161E","PET recycling under mild conditions via substituent-modulated intramolecular hydrolysis","N/A","N/A","Shengbo Zhang, Yingying Xue, Yanfen Wu, Yu‐Xiao Zhang, Ting Tan, Zhiqiang Niu","","","N/A","Success"
"10.1039/D2SC05198B","Cobalt-electrocatalytic C–H hydroxyalkylation ofN-heteroarenes with trifluoromethyl ketones","N/A","N/A","Tianyu He, Chaoqiang Liang, Shenlin Huang","","","N/A","Success"
"10.1039/D2SC00393G","Detection of multi-reference character imbalances enables a transfer learning approach for virtual high throughput screening with coupled cluster accuracy at DFT cost","N/A","N/A","Chenru Duan, Daniel B. K. Chu, Aditya Nandy, Heather J. Kulik","","","N/A","Success"
"10.1039/D4SC03338H","Intensified electrochemiluminescence and photoluminescence via supramolecular anion recognition interactions","N/A","N/A","Jun Kee Cheng, Liuqing Yang, Ruiyao Wang, James A. Wisner, Zhifeng Ding, Hongbo Wang","","","N/A","Success"
"10.1039/D2SC06089B","Individually separated supramolecular polymer chains toward solution-processable supramolecular polymeric materials","N/A","N/A","Takuma Shimada, Yuichiro Watanabe, Takashi Kajitani, Masayuki Takeuchi, Yutaka Wakayama, Kazunori Sugiyasu","","","N/A","Success"
"10.1039/D2SC02997A","Nitrogen activation and cleavage by a multimetallic uranium complex","N/A","N/A","Megan Keener, Farzaneh Fadaei‐Tirani, Rosario Scopelliti, Ivica Živković, Marinella Mazzanti","","","N/A","Success"
"10.1039/D4SC01078G","A pair of conjoined trinuclear sub-frameworks in a pentanuclear double-cavity discrete coordination cage","N/A","N/A","Shruti Sharma, Shobhana Krishnaswamy, Soumyakanta Prusty, Dillip Kumar Chand","","","N/A","Success"
"10.1039/D1SC03680G","A pillar[5]arene-based covalent organic framework with pre-encoded selective host–guest recognition","N/A","N/A","Lu Liu, Yiming Hu, Shaofeng Huang, Yinghua Jin, Jingnan Cui, Weitao Gong, Wei Zhang","","","N/A","Success"
"10.1039/D2SC05794H","Transmitting biomolecular chirality into carbon nanodots: a facile approach to acquire chiral light emission at the nanoscale","N/A","N/A","Sonia Maniappan, Kumbam Lingeshwar Reddy, Jatish Kumar","","","N/A","Success"
"10.1039/D0SC05602B","Electrical conductivity in a non-covalent two-dimensional porous organic material with high crystallinity","N/A","N/A","Qizhi Xu, Boyuan Zhang, Yihang Zeng, Amirali Zangiabadi, Hongwei Ni, Rongsheng Chen, Fay Ng, Michael L. Steigerwald, Colin Nuckolls","","","N/A","Success"
"10.1039/D2SC00459C","A dynamic DNA nanosponge for triggered amplification of gene-photodynamic modulation","N/A","N/A","Dan Luo, Xue Lin, Yun Zhao, Jialing Hu, Fengye Mo, Gege Song, Zhiqiao Zou, Fuan Wang, Xiaoqing Liu","","","N/A","Success"
"10.1039/D1SC04503B","Facile conversion of ammonia to a nitride in a rhenium system that cleaves dinitrogen","N/A","N/A","Gannon P. Connor, Daniel Delony, Jeremy E. Weber, Brandon Q. Mercado, Julia B. Curley, Sven Schneider, James M. Mayer, Patrick L. Holland","","","N/A","Success"
"10.1039/D4SC05419A","Structural and solvent modulation of symmetry-breaking charge-transfer pathways in molecular triads","N/A","N/A","Chinju Govind, Evangelos Balanikas, Gana Sanil, Daniel T. Gryko, Eric Vauthey","","","N/A","Success"
"10.1039/D0SC04051G","Inhibitor and substrate cooperate to inhibit amyloid fibril elongation of α-synuclein","N/A","N/A","Emil Dandanell Agerschou, Vera Borgmann, Michael M. Wördehoff, Wolfgang Hoyer","","","N/A","Success"
"10.1039/D3SC04269C","Borylation directed borylation of N-alkyl anilines using iodine activated pyrazaboles","N/A","N/A","Clément R. P. Millet, Emily Noone, A. V. Schellbach, Jürgen Pahl, Justyna Łosiewicz, Gary S. Nichol, Michael J. Ingleson","","","N/A","Success"
"10.1039/D0SC01701A","trans-Hydroboration–oxidation products in Δ5-steroids via a hydroboration-retro-hydroboration mechanism","N/A","N/A","J. Ciciolil Hilario-Martínez, Fernando Murillo, Jair García-Méndez, Eugenia Dzib, Jesús Sandoval‐Ramírez, Miguel‐Ángel Muñoz‐Hernández, S. Bernès, László Kürti, Fernanda Duarte, Gabriel Merino, María A. Fernández‐Herrera","","","N/A","Success"
"10.1039/D3SC05941C","Controlling Aggregation-Induced Emission by Supramolecular Interactions and Colloidal Stability in Ionic Emitters for Light-Emitting Electrochemical Cells","N/A","N/A","Alba Sanz-Velasco, Olivia Amargós‐Reyes, Aya Kähäri, Sophia Lipinski, Luca M. Cavinato, Rubén D. Costa, Mauri A. Kostiainen, Eduardo Anaya‐Plaza","","","N/A","Success"
"10.1039/D3SC03732K","Acid–base responsive multifunctional poly(formyl sulfide)s through a facile catalyst-free click polymerization of aldehyde-activated internal diynes and dithiols","N/A","N/A","Baixue Li, Xue Wang, Die Huang, Mingzhao Li, Anjun Qin, Yusheng Qin, Ben Zhong Tang","","","N/A","Success"
"10.1039/D1SC04570A","New Cy5 photosensitizers for cancer phototherapy: a low singlet–triplet gap provides high quantum yield of singlet oxygen","N/A","N/A","He Ma, Saran Long, Jianfang Cao, Feng Xu, Panwang Zhou, Guang Zeng, Xiao Zhou, Chao Shi, Wen Sun, Jianjun Du, Keli Han, Jiangli Fan, Xiaojun Peng","","","N/A","Success"
"10.1039/D0SC00444H","Enhancing the selectivity of prolinamide organocatalysts using the mechanical bond in [2]rotaxanes","N/A","N/A","María Calles, Julio Puigcerver, Diego A. Alonso, Mateo Alajarı́n, Alberto Martínez‐Cuezva, José Berná","","","N/A","Success"
"10.1039/D3SC05121H","1,2-Disubstituted bicyclo[2.1.1]hexanes as saturated bioisosteres of ortho-substituted benzene","N/A","N/A","Aleksandr Denisenko, Pavel Garbuz, Yelyzaveta Makovetska, Oleh Shablykin, Dmytro Lesyk, Galeb Al-Maali, Rodion Korzh, Iryna V. Sadkova, Pavel K. Mykhailiuk","","","N/A","Success"
"10.1039/D3SC00905J","Gel transformation as a general strategy for fabrication of highly porous multiscale MOF architectures","N/A","N/A","Zhang Liu, Javier Lopez Navas, Wei Han, M. R. Ibarra, Joseph Kai Cho Kwan, King Lun Yeung","","","N/A","Success"
"10.1039/D1SC04832E","Fine-tuning the spike: role of the nature and topology of the glycan shield in the structure and dynamics of the SARS-CoV-2 S","N/A","N/A","Aoife M. Harbison, Carl A. Fogarty, Toan K. Phung, Akash Satheesan, Benjamin L. Schulz, Elisa Fadda","","","N/A","Success"
"10.1039/D2SC05827H","Selective chemical reagents to investigate the role of caspase 6 in apoptosis in acute leukemia T cells","N/A","N/A","Katarzyna Groborz, Małgorzata Kalinka, Justyna Grzymska, Sonia Kołt, Scott J. Snipas, Marcin Poręba","","","N/A","Success"
"10.1039/D2SC03238D","Aromatic heterobicycle-fused porphyrins: impact on aromaticity and excited state electron transfer leading to long-lived charge separation","N/A","N/A","Austen Moss, Youngwoo Jang, Jacob Arvidson, Vladimir N. Nesterov, Francis D’Souza, Hong Wang","","","N/A","Success"
"10.1039/D3SC06430A","Synthesis and Reactivity of N-Heterocyclic Carbene (NHC)-Supported Heavier Nitrile Ylides","N/A","N/A","Debotra Sarkar, Sayan Dutta, Franziska Hanusch, Debasis Koley, Shigeyoshi Inoue","","","N/A","Success"
"10.1039/D2SC01873J","A rechargeable molecular solar thermal system below 0 °C","N/A","N/A","Zhichun Shangguan, Wenjin Sun, Zhaoyang Zhang, Fang Dong, Zhihang Wang, Si Wu, Chao Deng, Xianhui Huang, Yixin He, R.Z. Wang, Tingxian Li, Kasper Moth‐Poulsen, Tao Li","","","N/A","Success"
"10.1039/D3SC04084D","Data science enabled discovery of a highly soluble 2,2′-bipyrimidine anolyte for application in a flow battery","N/A","N/A","Adam R. Pancoast, Sara L. McCormack, Shelby Galinat, Ryan Walser-Kuntz, Brianna Jett, Melanie S. Sanford, Matthew S. Sigman","","","N/A","Success"
"10.1039/D1SC04937B","Generation of oligonucleotide conjugates via one-pot diselenide-selenoester ligation–deselenization/alkylation","N/A","N/A","Christopher Liczner, Cameron C. Hanna, Richard J. Payne, Christopher J. Wilds","","","N/A","Success"
"10.1039/D1SC06242E","Diazido macrocyclic sulfates as a platform for the synthesis of sequence-defined polymers for antibody drug conjugates","N/A","N/A","Neil L. Forsythe, Mikayla F. Tan, Heather D. Maynard","","","N/A","Success"
"10.1039/D2SC01966C","Hemilabile MIC^N ligands allow oxidant-free Au(i)/Au(iii) arylation-lactonization of γ-alkenoic acids","N/A","N/A","Pau Font, Hugo Valdés, Gregorio Guisado‐Barrios, Xavi Ribas","","","N/A","Success"
"10.1039/D3SC02304D","Concise synthesis of (R)-reticuline and (+)-salutaridine by combining early-stage organic synthesis and late-stage biocatalysis","N/A","N/A","Emmanuel Cigan, Jakob Pletz, Sarah A. Berger, Bettina Hierzberger, Michael Grilec-Zlamal, Alexander Steiner, Isabel Oroz‐Guinea, Wolfgang Kroutil","","","N/A","Success"
"10.1039/D0SC07008D","Access to P-stereogenic compounds via desymmetrizing enantioselective bromination","N/A","N/A","Qiuhong Huang, Qian-Yi Zhou, Chen Yang, Li Chen, Jin‐Pei Cheng, Xin Li","","","N/A","Success"
"10.1039/D0SC06463G","Accelerated AI development for autonomous materials synthesis in flow","N/A","N/A","Robert W. Epps, Amanda A. Volk, Kristofer G. Reyes, Milad Abolhasani","","","N/A","Success"
"10.1039/D1SC05190C","Pair distribution function and 71Ga NMR study of aqueous Ga3+ complexes","N/A","N/A","Ida Gjerlevsen Nielsen, Sanna Sommer, Ann‐Christin Dippel, Jørgen Skibsted, Bo B. Iversen","","","N/A","Success"
"10.1039/D1SC03733A","Manifold dynamic non-covalent interactions for steering molecular assembly and cyclization","N/A","N/A","Shaotang Song, Lulu Wang, Jie Su, Zhen Xu, Chia-Hsiu Hsu, Chenqiang Hua, Pin Lyu, Jing Li, Xinnan Peng, Takahiro Kojima, Shunpei Nobusue, Mykola Telychko, Yi Zheng, Feng‐Chuan Chuang, Hiroshi Sakaguchi, Ming Wah Wong, Jiong Lu","","","N/A","Success"
"10.1039/D0SC05427E","Mitigation of Jahn–Teller distortion and Na+/vacancy ordering in a distorted manganese oxide cathode material by Li substitution","N/A","N/A","Yanchen Liu, Chenchen Wang, Shuo Zhao, Lin Zhang, Kai Zhang, Fujun Li, Jun Chen","","","N/A","Success"
"10.1039/D1SC04322F","Highest-Tc single-component homochiral organic ferroelectrics","N/A","N/A","Peng‐Fei Li, Yong Ai, Yu‐Ling Zeng, Jun‐Chao Liu, Zhe‐Kun Xu, Zhong‐Xia Wang","","","N/A","Success"
"10.1039/D3SC02695G","2,5-disubstituted bicyclo[2.1.1]hexanes as rigidified cyclopentane variants","N/A","N/A","Shashwati Paul, Daniel Adelfinsky, Christophe Salomé, Thomas C. Fessard, M. Kevin Brown","","","N/A","Success"
"10.1039/D3SC02920D","Conformational control enables boroxine-to-boronate cage metamorphosis","N/A","N/A","Manuel Rondelli, Samuel Delgado‐Hernández, Antonio Hernández Daranas, Tomás Martı́n","","","N/A","Success"
"10.1039/D2SC02752F","Chain end-group selectivity using an organometallic Al(iii)/K(i) ring-opening copolymerization catalyst delivers high molar mass, monodisperse polyesters","N/A","N/A","Wilfred T. Diment, Charlotte K. Williams","","","N/A","Success"
"10.1039/D0SC04395H","Sequestration within biomolecular condensates inhibits Aβ-42 amyloid formation","N/A","N/A","Andreas M. Küffner, Miriam Linsenmeier, Fulvio Grigolato, Marc Prodan, Remo Zuccarini, Umberto Capasso Palmiero, Lenka Faltova, Paolo Arosio","","","N/A","Success"
"10.1039/D2SC00329E","Narrowband blue emission with insensitivity to the doping concentration from an oxygen-bridged triarylboron-based TADF emitter: nondoped OLEDs with a high external quantum efficiency up to 21.4%","N/A","N/A","Jisheng Han, Zhongyan Huang, Jingsheng Miao, Yuntao Qiu, Ziyang Xie, Chuluo Yang","","","N/A","Success"
"10.1039/D1SC05168G","How do H2 oxidation molecular catalysts assemble onto carbon nanotube electrodes? A crosstalk between electrochemical and multi-physical characterization techniques","N/A","N/A","Ahmed Ghedjatti, Pascale Chenevier, Laura Calvillo, Laure Guétaz, Bertrand Reuillard, Bertrand Reuillard, Hanako Okuno, Laura Calvillo, Hanako Okuno, Gaetano Granozzi","","","N/A","Success"
"10.1039/D1SC03670J","Potent strategy towards strongly emissive nitroaromatics through a weakly electron-deficient core","N/A","N/A","Bartłomiej Sadowski, Marzena Kaliszewska, Yevgen M. Poronik, Małgorzata Czichy, Patryk Janasik, Marzena Banasiewicz, Dominik Mierzwa, W. Gadomski, Trevor D. Lohrey, John A. Clark, Mieczysław Łapkowski, Β. Kozankiewicz, Valentine I. Vullev, Andrzej L. Sobolewski, Piotr Piątkowski, Daniel T. Gryko","","","N/A","Success"
"10.1039/D1SC03223B","Phase-selective active sites on ordered/disordered titanium dioxide enable exceptional photocatalytic ammonia synthesis","N/A","N/A","Jinsun Lee, Xinghui Liu, Ashwani Kumar, Yosep Hwang, Eunji Lee, Jianmin Yu, Young Dok Kim, Hyoyoung Lee","","","N/A","Success"
"10.1039/D1SC01560E","Peptoid-based reprogrammable template for cell-permeable inhibitors of protein–protein interactions","N/A","N/A","Yasuhiro Fukuda, Marin Yokomine, Daisuke Kuroda, Kouhei Tsumoto, Jumpei Morimoto, Shinsuke Sando","","","N/A","Success"
"10.1039/D0SC06734B","Non-concentrated aqueous electrolytes with organic solvent additives for stable zinc batteries","N/A","N/A","Yang Dong, Licheng Miao, Guoqiang Ma, Shengli Di, Yuanyuan Wang, Liubin Wang, Jianzhong Xu, Ning Zhang","","","N/A","Success"
"10.1039/D0SC01756F","Supramolecular combination chemotherapy: a pH-responsive co-encapsulation drug delivery system","N/A","N/A","Junyi Chen, Yadan Zhang, Zhao Meng, Lei Guo, Xingyi Yuan, Yahan Zhang, Yao Chai, Jonathan L. Sessler, Qingbin Meng, Chunju Li","","","N/A","Success"
"10.1039/D2SC05729H","Ligand engineering of Au44nanoclusters for NIR-II luminescent and photoacoustic imaging-guided cancer photothermal therapy","N/A","N/A","Yang Ge, Xueluer Mu, Xinxin Pan, Ying Tang, Qiaofeng Yao, Yaru Wang, Fuyi Jiang, Fanglin Du, Jianping Xie, Xianfeng Zhou, Xun Yuan","","","N/A","Success"
"10.1039/D4SC00417E","Thermoswitchable Catalysis to Inhibit and Promote Plastic Flow in Vitrimers","N/A","N/A","Filip Van Lijsebetten, Stephan Maes, Johan M. Winne, Filip Du Prez","","","N/A","Success"
"10.1039/D2SC06974A","A data-driven sequencer that unveils latent “codons” in synthetic copolymers","N/A","N/A","Yusuke Hibi, Shiho Uesaka, Masanobu Naito","","","N/A","Success"
"10.1039/D0SC05757F","Cyclization of interlocked fumaramides into β-lactams: experimental and computational mechanistic assessment of the key intercomponent proton transfer and the stereocontrolling active pocket","N/A","N/A","Alberto Martínez‐Cuezva, Aurelia Pastor, Marta Marín‐Luna, Carmen Diaz-Marin, Delia Bautista, Mateo Alajarı́n, José Berná","","","N/A","Success"
"10.1039/D4SC01127A","Exceptional Three- to Six-Photon Absorption at Organometallic Dendrimers","N/A","N/A","Ling Zhang, Mahbod Morshedi, Torsten Schwich, Rika Kobayashi, Mark G. Humphrey","","","N/A","Success"
"10.1039/D3SC06802A","Deciphering the liquid–liquid phase separation induced modulation in the structure, dynamics, and enzymatic activity of an ordered protein β-lactoglobulin","N/A","N/A","Saurabh Rai, Srikrishna Pramanik, Saptarshi Mukherjee","","","N/A","Success"
"10.1039/D2SC02282F","Light-driven molecular motors embedded in covalent organic frameworks","N/A","N/A","Cosima Stähler, Lars Grunenberg, Maxwell W. Terban, Wesley R. Browne, Daniel Doellerer, Michael Kathan, Martin Etter, Bettina V. Lotsch, Ben L. Feringa, Simon Krause","","","N/A","Success"
"10.1039/D2SC06968G","Target-mediated self-assembly of DNA networks for sensitive detection and intracellular imaging of APE1 in living cells","N/A","N/A","Xue-Mei Zhou, Ying Zhuo, Ruo Yuan, Yaqin Chai","","","N/A","Success"
"10.1039/D1SC02289J","Electrochemistry, ion adsorption and dynamics in the double layer: a study of NaCl(aq) on graphite","N/A","N/A","Aaron R. Finney, Ian J. McPherson, Patrick R. Unwin, Matteo Salvalaglio","","","N/A","Success"
"10.1039/D0SC06573K","Design and synthesis of a ratiometric photoacoustic imaging probe activated by selenol for visual monitoring of pathological progression of autoimmune hepatitis","N/A","N/A","Chaobang Zhang, Zhidong Qiu, Liangliang Zhang, Qiufang Pang, Zhengmin Yang, Jiang‐Ke Qin, Hong Liang, Shulin Zhao","","","N/A","Success"
"10.1039/D2SC02852B","The smallest 4f-metalla-aromatic molecule of cyclo-PrB2− with Pr–B multiple bonds","N/A","N/A","Zhen-Ling Wang, Teng‐Teng Chen, Weijia Chen, Wan‐Lu Li, Jing Zhao, Xue‐Lian Jiang, Jun Li, Lai‐Sheng Wang, Han‐Shi Hu","","","N/A","Success"
"10.1039/D3SC01274C","Improving time-resolution and sensitivity of in situ X-ray photoelectron spectroscopy of a powder catalyst by modulated excitation","N/A","N/A","Maneka Roger, Luca Artiglia, Anthony Boucly, Filippo Buttignol, Miren Agote‐Arán, Jeroen A. van Bokhoven, Oliver Kröcher, Davide Ferri","","","N/A","Success"
"10.1039/D1SC02722K","Rapid and robust cysteine bioconjugation with vinylheteroarenes","N/A","N/A","Hikaru Seki, Stephen J. Walsh, Jonathan D. Bargh, Jeremy S. Parker, Jason S. Carroll, David R. Spring","","","N/A","Success"
"10.1039/D0SC01026J","What is the role of acid–acid interactions in asymmetric phosphoric acid organocatalysis? A detailed mechanistic study using interlocked and non-interlocked catalysts","N/A","N/A","Dennis Jansen, Johannes Gramüller, Felix C. Niemeyer, Torsten Schaller, Matthias C. Letzel, Stefan Grimme, Hui Zhu, Ruth M. Gschwind, Jochen Niemeyer","","","N/A","Success"
"10.1039/D3SC06573A","High-throughput single-cell mass spectrometry enables metabolic network analysis by resolving phospholipid C=C isomers","N/A","N/A","Simin Cheng, Chenxi Cao, Yao Qian, Huan Yao, Xiaoyun Gong, Xinhua Dai, Zheng Ouyang, Xiaoxiao Ma","","","N/A","Success"
"10.1039/D0SC00136H","Electrochemical biomass valorization on gold-metal oxide nanoscale heterojunctions enables investigation of both catalyst and reaction dynamics with operando surface-enhanced Raman spectroscopy","N/A","N/A","Nina Heidary, Nikolay Kornienko","","","N/A","Success"
"10.1039/D3SC03096B","Interrogating bioinspired ESIPT/PCET-based Ir(iii)-complexes as organelle-targeted phototherapeutics: a redox-catalysis under hypoxia to evoke synergistic ferroptosis/apoptosis","N/A","N/A","Maniklal Shee, Dan Zhang, Moumita Banerjee, Samrat Roy, Bipul Pal, Anakuthil Anoop, Youyong Yuan, N. D. Pradeep Singh","","","N/A","Success"
"10.1039/D3SC05974J","Unusual Catalytic Strategy by Non-Heme Fe(II)/2-Oxoglutarate-Dependent Aspartyl Hydroxylase AspH","N/A","N/A","Anandhu Krishnan, Sodiq O. Waheed, Ann Varghese, Fathima Hameed Cherilakkudy, Christopher J. Schofield, Tatyana G. Karabencheva‐Christova","","","N/A","Success"
"10.1039/D2SC07121E","Bond modulation of MoSe2+xdriving combined intercalation and conversion reactions for high-performance K cathodes","N/A","N/A","Ting Lei, Min Gu, Hongwei Fu, Jue Wang, Longlu Wang, Jiang Zhou, Huan Liu, Bingan Lu","","","N/A","Success"
"10.1039/D3SC00198A","Direct formation of amide/peptide bonds from carboxylic acids: no traditional coupling reagents, 1-pot, and green","N/A","N/A","Kaitlyn M. Freiberg, Rahul D. Kavthe, Rohan M. Thomas, David M. Fialho, Paris Dee, Matthew Scurria, Bruce H. Lipshutz","","","N/A","Success"
"10.1039/D4SC02378A","Nitrogen Monoxide and Calix[4]pyrrolato Aluminate: Structural Constraint Enabled NO Dimerization","N/A","N/A","Senta J. Kohl, Lukas M. Sigmund, Manuel Schmitt, Lutz Greb","","","N/A","Success"
"10.1039/D2SC01060G","Geometrically constrained square pyramidal phosphoranide","N/A","N/A","Solomon Volodarsky, Irina Malahov, Deependra Bawari, Mohand Diab, Naveen Malik, Boris Tumanskii, Roman Dobrovetsky","","","N/A","Success"
"10.1039/D3SC00037K","An easy-to-perform evaluation of steric properties of Lewis acids","N/A","N/A","Ludwig Zapf, Melanie Riethmann, Steffen A. Föhrenbacher, Maik Finze, Udo Radius","","","N/A","Success"
"10.1039/D0SC01700K","Melting temperature measurement and mesoscopic evaluation of single, double and triple DNA mismatches","N/A","N/A","Luciana Márcia de Oliveira, Adam S. Long, Tom Brown, Keith R. Fox, Gerald Weber","","","N/A","Success"
"10.1039/D2SC05024B","Towards new coordination modes of 1,2,3-triazolylidene: controlled by the nature of the 1st metalation in a heteroditopic bis-NHC ligand","N/A","N/A","Praseetha Mathoor Illam, Chandra Shekhar Tiwari, Arnab Rit","","","N/A","Success"
"10.1039/D1SC02194J","Rational design of a photoswitchable DNA glue enabling high regulatory function and supramolecular chirality transfer","N/A","N/A","Nadja A. Simeth, Shotaro Kobayashi, Piermichele Kobauri, Stefano Crespi, Wiktor Szymański, Kazuhiko Nakatani, Chikara Dohno, Ben L. Feringa","","","N/A","Success"
"10.1039/D0SC05401A","Retrosynthetic accessibility score (RAscore) – rapid machine learned synthesizability classification from AI driven retrosynthetic planning","N/A","N/A","Amol Thakkar, Veronika Chadimová, Esben Jannik Bjerrum, Ola Engkvist, Jean‐Louis Reymond","","","N/A","Success"
"10.1039/D1SC01450A","Discovering protein–protein interaction stabilisers by native mass spectrometry","N/A","N/A","Jeddidiah Bellamy‐Carter, Manjari Mohata, Marta Falcicchio, Jaswir Basran, Yusuke Higuchi, Richard G. Doveston, Aneika C. Leney","","","N/A","Success"
"10.1039/D1SC05558E","PAM-less conditional DNA substrates leverage trans-cleavage of CRISPR-Cas12a for versatile live-cell biosensing","N/A","N/A","Siyu Chen, Ying Wang, Shuang Peng, Shiyi Xie, Chunyang Lei, Yan Huang, Zhou Nie","","","N/A","Success"
